#    L    TT             EE             BB             TE             PP             TP             EP          
   232    0.56232E+04    0.13158E+01    0.00000E+00    0.36113E+02    0.47349E-07    0.11299E-03    0.10198E-06
   233    0.56148E+04    0.13636E+01    0.00000E+00    0.37807E+02    0.47127E-07    0.11205E-03    0.11582E-06
   234    0.56056E+04    0.14132E+01    0.00000E+00    0.39504E+02    0.46907E-07    0.11112E-03    0.12962E-06
   235    0.55959E+04    0.14649E+01    0.00000E+00    0.41200E+02    0.46689E-07    0.11020E-03    0.14339E-06
   236    0.55856E+04    0.15186E+01    0.00000E+00    0.42897E+02    0.46472E-07    0.10928E-03    0.15712E-06
   237    0.55746E+04    0.15744E+01    0.00000E+00    0.44593E+02    0.46256E-07    0.10837E-03    0.17081E-06
   238    0.55630E+04    0.16323E+01    0.00000E+00    0.46287E+02    0.46043E-07    0.10747E-03    0.18446E-06
   239    0.55509E+04    0.16923E+01    0.00000E+00    0.47980E+02    0.45830E-07    0.10658E-03    0.19807E-06
   240    0.55380E+04    0.17543E+01    0.00000E+00    0.49667E+02    0.45620E-07    0.10569E-03    0.21164E-06
   241    0.55246E+04    0.18186E+01    0.00000E+00    0.51352E+02    0.45411E-07    0.10481E-03    0.22517E-06
   242    0.55107E+04    0.18849E+01    0.00000E+00    0.53032E+02    0.45203E-07    0.10393E-03    0.23865E-06
   243    0.54962E+04    0.19535E+01    0.00000E+00    0.54705E+02    0.44997E-07    0.10306E-03    0.25209E-06
   244    0.54810E+04    0.20242E+01    0.00000E+00    0.56374E+02    0.44792E-07    0.10220E-03    0.26548E-06
   245    0.54653E+04    0.20972E+01    0.00000E+00    0.58035E+02    0.44589E-07    0.10134E-03    0.27883E-06
   246    0.54490E+04    0.21724E+01    0.00000E+00    0.59688E+02    0.44387E-07    0.10050E-03    0.29214E-06
   247    0.54322E+04    0.22498E+01    0.00000E+00    0.61333E+02    0.44187E-07    0.99654E-04    0.30540E-06
   248    0.54148E+04    0.23296E+01    0.00000E+00    0.62968E+02    0.43988E-07    0.98819E-04    0.31861E-06
   249    0.53969E+04    0.24115E+01    0.00000E+00    0.64594E+02    0.43790E-07    0.97990E-04    0.33177E-06
   250    0.53784E+04    0.24959E+01    0.00000E+00    0.66208E+02    0.43594E-07    0.97167E-04    0.34489E-06
   251    0.53595E+04    0.25824E+01    0.00000E+00    0.67812E+02    0.43399E-07    0.96351E-04    0.35795E-06
   252    0.53399E+04    0.26713E+01    0.00000E+00    0.69403E+02    0.43206E-07    0.95541E-04    0.37097E-06
   253    0.53200E+04    0.27623E+01    0.00000E+00    0.70981E+02    0.43013E-07    0.94737E-04    0.38394E-06
   254    0.52994E+04    0.28558E+01    0.00000E+00    0.72545E+02    0.42822E-07    0.93939E-04    0.39685E-06
   255    0.52784E+04    0.29514E+01    0.00000E+00    0.74096E+02    0.42633E-07    0.93148E-04    0.40972E-06
   256    0.52569E+04    0.30496E+01    0.00000E+00    0.75633E+02    0.42444E-07    0.92363E-04    0.42254E-06
   257    0.52350E+04    0.31498E+01    0.00000E+00    0.77148E+02    0.42257E-07    0.91584E-04    0.43530E-06
   258    0.52125E+04    0.32524E+01    0.00000E+00    0.78654E+02    0.42072E-07    0.90810E-04    0.44801E-06
   259    0.51896E+04    0.33573E+01    0.00000E+00    0.80136E+02    0.41887E-07    0.90043E-04    0.46068E-06
   260    0.51663E+04    0.34645E+01    0.00000E+00    0.81609E+02    0.41704E-07    0.89282E-04    0.47329E-06
   261    0.51425E+04    0.35739E+01    0.00000E+00    0.83050E+02    0.41522E-07    0.88526E-04    0.48585E-06
   262    0.51181E+04    0.36857E+01    0.00000E+00    0.84483E+02    0.41341E-07    0.87776E-04    0.49835E-06
   263    0.50937E+04    0.37997E+01    0.00000E+00    0.85898E+02    0.41161E-07    0.87032E-04    0.51080E-06
   264    0.50686E+04    0.39159E+01    0.00000E+00    0.87290E+02    0.40983E-07    0.86294E-04    0.52321E-06
   265    0.50430E+04    0.40344E+01    0.00000E+00    0.88650E+02    0.40806E-07    0.85561E-04    0.53555E-06
   266    0.50171E+04    0.41552E+01    0.00000E+00    0.90002E+02    0.40630E-07    0.84834E-04    0.54785E-06
   267    0.49907E+04    0.42780E+01    0.00000E+00    0.91321E+02    0.40455E-07    0.84112E-04    0.56009E-06
   268    0.49639E+04    0.44033E+01    0.00000E+00    0.92625E+02    0.40281E-07    0.83395E-04    0.57227E-06
   269    0.49366E+04    0.45307E+01    0.00000E+00    0.93904E+02    0.40109E-07    0.82684E-04    0.58440E-06
   270    0.49091E+04    0.46602E+01    0.00000E+00    0.95159E+02    0.39937E-07    0.81979E-04    0.59648E-06
   271    0.48812E+04    0.47918E+01    0.00000E+00    0.96391E+02    0.39767E-07    0.81278E-04    0.60850E-06
   272    0.48530E+04    0.49258E+01    0.00000E+00    0.97591E+02    0.39598E-07    0.80583E-04    0.62047E-06
   273    0.48244E+04    0.50615E+01    0.00000E+00    0.98774E+02    0.39430E-07    0.79893E-04    0.63238E-06
   274    0.47955E+04    0.51997E+01    0.00000E+00    0.99919E+02    0.39263E-07    0.79208E-04    0.64424E-06
   275    0.47662E+04    0.53397E+01    0.00000E+00    0.10105E+03    0.39097E-07    0.78528E-04    0.65604E-06
   276    0.47367E+04    0.54817E+01    0.00000E+00    0.10214E+03    0.38933E-07    0.77853E-04    0.66778E-06
   277    0.47068E+04    0.56258E+01    0.00000E+00    0.10321E+03    0.38769E-07    0.77183E-04    0.67947E-06
   278    0.46767E+04    0.57720E+01    0.00000E+00    0.10424E+03    0.38607E-07    0.76517E-04    0.69110E-06
   279    0.46463E+04    0.59200E+01    0.00000E+00    0.10525E+03    0.38445E-07    0.75857E-04    0.70267E-06
   280    0.46156E+04    0.60699E+01    0.00000E+00    0.10623E+03    0.38284E-07    0.75201E-04    0.71419E-06
   281    0.45847E+04    0.62218E+01    0.00000E+00    0.10718E+03    0.38125E-07    0.74551E-04    0.72565E-06
   282    0.45534E+04    0.63754E+01    0.00000E+00    0.10810E+03    0.37967E-07    0.73904E-04    0.73705E-06
   283    0.45220E+04    0.65309E+01    0.00000E+00    0.10898E+03    0.37809E-07    0.73263E-04    0.74839E-06
   284    0.44904E+04    0.66882E+01    0.00000E+00    0.10984E+03    0.37653E-07    0.72626E-04    0.75967E-06
   285    0.44586E+04    0.68473E+01    0.00000E+00    0.11066E+03    0.37497E-07    0.71993E-04    0.77090E-06
   286    0.44265E+04    0.70081E+01    0.00000E+00    0.11144E+03    0.37343E-07    0.71365E-04    0.78206E-06
   287    0.43942E+04    0.71706E+01    0.00000E+00    0.11220E+03    0.37189E-07    0.70741E-04    0.79317E-06
   288    0.43617E+04    0.73347E+01    0.00000E+00    0.11292E+03    0.37037E-07    0.70121E-04    0.80422E-06
   289    0.43291E+04    0.75003E+01    0.00000E+00    0.11361E+03    0.36885E-07    0.69506E-04    0.81520E-06
   290    0.42963E+04    0.76674E+01    0.00000E+00    0.11427E+03    0.36735E-07    0.68895E-04    0.82613E-06
   291    0.42634E+04    0.78367E+01    0.00000E+00    0.11488E+03    0.36585E-07    0.68288E-04    0.83699E-06
   292    0.42301E+04    0.80070E+01    0.00000E+00    0.11547E+03    0.36436E-07    0.67685E-04    0.84780E-06
   293    0.41969E+04    0.81780E+01    0.00000E+00    0.11601E+03    0.36288E-07    0.67087E-04    0.85854E-06
   294    0.41634E+04    0.83512E+01    0.00000E+00    0.11653E+03    0.36141E-07    0.66492E-04    0.86922E-06
   295    0.41301E+04    0.85250E+01    0.00000E+00    0.11700E+03    0.35995E-07    0.65901E-04    0.87984E-06
   296    0.40965E+04    0.87010E+01    0.00000E+00    0.11744E+03    0.35850E-07    0.65314E-04    0.89040E-06
   297    0.40628E+04    0.88768E+01    0.00000E+00    0.11785E+03    0.35706E-07    0.64731E-04    0.90090E-06
   298    0.40289E+04    0.90548E+01    0.00000E+00    0.11822E+03    0.35562E-07    0.64151E-04    0.91133E-06
   299    0.39951E+04    0.92343E+01    0.00000E+00    0.11854E+03    0.35420E-07    0.63576E-04    0.92170E-06
   300    0.39611E+04    0.94136E+01    0.00000E+00    0.11883E+03    0.35278E-07    0.63004E-04    0.93201E-06
   301    0.39271E+04    0.95943E+01    0.00000E+00    0.11908E+03    0.35137E-07    0.62435E-04    0.94225E-06
   302    0.38931E+04    0.97756E+01    0.00000E+00    0.11931E+03    0.34997E-07    0.61871E-04    0.95243E-06
   303    0.38590E+04    0.99584E+01    0.00000E+00    0.11949E+03    0.34857E-07    0.61309E-04    0.96253E-06
   304    0.38249E+04    0.10142E+02    0.00000E+00    0.11962E+03    0.34719E-07    0.60752E-04    0.97256E-06
   305    0.37908E+04    0.10326E+02    0.00000E+00    0.11972E+03    0.34581E-07    0.60198E-04    0.98251E-06
   306    0.37567E+04    0.10511E+02    0.00000E+00    0.11978E+03    0.34444E-07    0.59648E-04    0.99237E-06
   307    0.37226E+04    0.10696E+02    0.00000E+00    0.11980E+03    0.34308E-07    0.59101E-04    0.10021E-05
   308    0.36886E+04    0.10884E+02    0.00000E+00    0.11979E+03    0.34173E-07    0.58558E-04    0.10118E-05
   309    0.36546E+04    0.11070E+02    0.00000E+00    0.11973E+03    0.34038E-07    0.58019E-04    0.10214E-05
   310    0.36206E+04    0.11257E+02    0.00000E+00    0.11964E+03    0.33904E-07    0.57484E-04    0.10309E-05
   311    0.35867E+04    0.11445E+02    0.00000E+00    0.11950E+03    0.33771E-07    0.56952E-04    0.10402E-05
   312    0.35528E+04    0.11633E+02    0.00000E+00    0.11934E+03    0.33639E-07    0.56424E-04    0.10495E-05
   313    0.35191E+04    0.11821E+02    0.00000E+00    0.11912E+03    0.33507E-07    0.55899E-04    0.10586E-05
   314    0.34854E+04    0.12010E+02    0.00000E+00    0.11888E+03    0.33377E-07    0.55379E-04    0.10676E-05
   315    0.34518E+04    0.12198E+02    0.00000E+00    0.11859E+03    0.33247E-07    0.54862E-04    0.10765E-05
   316    0.34183E+04    0.12386E+02    0.00000E+00    0.11826E+03    0.33117E-07    0.54349E-04    0.10853E-05
   317    0.33849E+04    0.12574E+02    0.00000E+00    0.11790E+03    0.32989E-07    0.53839E-04    0.10939E-05
   318    0.33516E+04    0.12763E+02    0.00000E+00    0.11750E+03    0.32861E-07    0.53334E-04    0.11024E-05
   319    0.33185E+04    0.12951E+02    0.00000E+00    0.11706E+03    0.32734E-07    0.52832E-04    0.11108E-05
   320    0.32855E+04    0.13139E+02    0.00000E+00    0.11658E+03    0.32608E-07    0.52334E-04    0.11190E-05
   321    0.32527E+04    0.13327E+02    0.00000E+00    0.11607E+03    0.32482E-07    0.51840E-04    0.11270E-05
   322    0.32200E+04    0.13514E+02    0.00000E+00    0.11551E+03    0.32357E-07    0.51349E-04    0.11349E-05
   323    0.31875E+04    0.13701E+02    0.00000E+00    0.11492E+03    0.32233E-07    0.50863E-04    0.11426E-05
   324    0.31552E+04    0.13888E+02    0.00000E+00    0.11429E+03    0.32109E-07    0.50380E-04    0.11502E-05
   325    0.31231E+04    0.14072E+02    0.00000E+00    0.11363E+03    0.31986E-07    0.49901E-04    0.11576E-05
   326    0.30911E+04    0.14257E+02    0.00000E+00    0.11291E+03    0.31864E-07    0.49426E-04    0.11648E-05
   327    0.30594E+04    0.14442E+02    0.00000E+00    0.11217E+03    0.31743E-07    0.48955E-04    0.11718E-05
   328    0.30279E+04    0.14625E+02    0.00000E+00    0.11140E+03    0.31622E-07    0.48488E-04    0.11787E-05
   329    0.29966E+04    0.14807E+02    0.00000E+00    0.11058E+03    0.31502E-07    0.48025E-04    0.11854E-05
   330    0.29655E+04    0.14988E+02    0.00000E+00    0.10973E+03    0.31382E-07    0.47565E-04    0.11919E-05
   331    0.29348E+04    0.15168E+02    0.00000E+00    0.10885E+03    0.31263E-07    0.47110E-04    0.11981E-05
   332    0.29042E+04    0.15348E+02    0.00000E+00    0.10793E+03    0.31145E-07    0.46658E-04    0.12042E-05
   333    0.28739E+04    0.15526E+02    0.00000E+00    0.10698E+03    0.31027E-07    0.46211E-04    0.12101E-05
   334    0.28439E+04    0.15703E+02    0.00000E+00    0.10599E+03    0.30910E-07    0.45767E-04    0.12158E-05
   335    0.28141E+04    0.15878E+02    0.00000E+00    0.10497E+03    0.30794E-07    0.45328E-04    0.12212E-05
   336    0.27846E+04    0.16052E+02    0.00000E+00    0.10391E+03    0.30678E-07    0.44892E-04    0.12265E-05
   337    0.27554E+04    0.16225E+02    0.00000E+00    0.10281E+03    0.30563E-07    0.44460E-04    0.12315E-05
   338    0.27265E+04    0.16395E+02    0.00000E+00    0.10169E+03    0.30449E-07    0.44032E-04    0.12363E-05
   339    0.26980E+04    0.16565E+02    0.00000E+00    0.10053E+03    0.30335E-07    0.43609E-04    0.12408E-05
   340    0.26697E+04    0.16733E+02    0.00000E+00    0.99354E+02    0.30222E-07    0.43189E-04    0.12452E-05
   341    0.26416E+04    0.16898E+02    0.00000E+00    0.98129E+02    0.30109E-07    0.42773E-04    0.12492E-05
   342    0.26140E+04    0.17064E+02    0.00000E+00    0.96875E+02    0.29997E-07    0.42362E-04    0.12531E-05
   343    0.25867E+04    0.17225E+02    0.00000E+00    0.95591E+02    0.29885E-07    0.41954E-04    0.12567E-05
   344    0.25598E+04    0.17386E+02    0.00000E+00    0.94279E+02    0.29775E-07    0.41551E-04    0.12600E-05
   345    0.25331E+04    0.17543E+02    0.00000E+00    0.92937E+02    0.29664E-07    0.41151E-04    0.12631E-05
   346    0.25068E+04    0.17700E+02    0.00000E+00    0.91573E+02    0.29554E-07    0.40756E-04    0.12659E-05
   347    0.24808E+04    0.17853E+02    0.00000E+00    0.90173E+02    0.29445E-07    0.40364E-04    0.12684E-05
   348    0.24553E+04    0.18004E+02    0.00000E+00    0.88743E+02    0.29337E-07    0.39977E-04    0.12707E-05
   349    0.24300E+04    0.18154E+02    0.00000E+00    0.87285E+02    0.29228E-07    0.39594E-04    0.12727E-05
   350    0.24052E+04    0.18300E+02    0.00000E+00    0.85805E+02    0.29121E-07    0.39215E-04    0.12744E-05
   351    0.23809E+04    0.18444E+02    0.00000E+00    0.84296E+02    0.29014E-07    0.38840E-04    0.12759E-05
   352    0.23568E+04    0.18586E+02    0.00000E+00    0.82758E+02    0.28907E-07    0.38469E-04    0.12770E-05
   353    0.23331E+04    0.18724E+02    0.00000E+00    0.81206E+02    0.28801E-07    0.38103E-04    0.12779E-05
   354    0.23098E+04    0.18861E+02    0.00000E+00    0.79618E+02    0.28696E-07    0.37740E-04    0.12786E-05
   355    0.22869E+04    0.18994E+02    0.00000E+00    0.78008E+02    0.28591E-07    0.37380E-04    0.12791E-05
   356    0.22644E+04    0.19125E+02    0.00000E+00    0.76385E+02    0.28487E-07    0.37024E-04    0.12793E-05
   357    0.22423E+04    0.19253E+02    0.00000E+00    0.74733E+02    0.28383E-07    0.36672E-04    0.12793E-05
   358    0.22207E+04    0.19378E+02    0.00000E+00    0.73067E+02    0.28279E-07    0.36323E-04    0.12792E-05
   359    0.21994E+04    0.19499E+02    0.00000E+00    0.71372E+02    0.28176E-07    0.35978E-04    0.12789E-05
   360    0.21786E+04    0.19618E+02    0.00000E+00    0.69660E+02    0.28074E-07    0.35635E-04    0.12784E-05
   361    0.21582E+04    0.19734E+02    0.00000E+00    0.67926E+02    0.27972E-07    0.35296E-04    0.12778E-05
   362    0.21382E+04    0.19847E+02    0.00000E+00    0.66173E+02    0.27871E-07    0.34960E-04    0.12771E-05
   363    0.21186E+04    0.19957E+02    0.00000E+00    0.64403E+02    0.27770E-07    0.34626E-04    0.12763E-05
   364    0.20995E+04    0.20063E+02    0.00000E+00    0.62614E+02    0.27670E-07    0.34296E-04    0.12753E-05
   365    0.20808E+04    0.20166E+02    0.00000E+00    0.60810E+02    0.27570E-07    0.33968E-04    0.12743E-05
   366    0.20625E+04    0.20266E+02    0.00000E+00    0.58989E+02    0.27471E-07    0.33642E-04    0.12732E-05
   367    0.20447E+04    0.20362E+02    0.00000E+00    0.57153E+02    0.27372E-07    0.33319E-04    0.12721E-05
   368    0.20272E+04    0.20455E+02    0.00000E+00    0.55303E+02    0.27273E-07    0.32998E-04    0.12710E-05
   369    0.20103E+04    0.20545E+02    0.00000E+00    0.53438E+02    0.27175E-07    0.32680E-04    0.12698E-05
   370    0.19939E+04    0.20631E+02    0.00000E+00    0.51562E+02    0.27078E-07    0.32364E-04    0.12686E-05
   371    0.19778E+04    0.20713E+02    0.00000E+00    0.49673E+02    0.26981E-07    0.32049E-04    0.12674E-05
   372    0.19621E+04    0.20792E+02    0.00000E+00    0.47774E+02    0.26885E-07    0.31737E-04    0.12663E-05
   373    0.19469E+04    0.20867E+02    0.00000E+00    0.45862E+02    0.26789E-07    0.31426E-04    0.12651E-05
   374    0.19322E+04    0.20939E+02    0.00000E+00    0.43942E+02    0.26693E-07    0.31118E-04    0.12641E-05
   375    0.19179E+04    0.21007E+02    0.00000E+00    0.42013E+02    0.26598E-07    0.30810E-04    0.12631E-05
   376    0.19041E+04    0.21071E+02    0.00000E+00    0.40076E+02    0.26503E-07    0.30505E-04    0.12621E-05
   377    0.18908E+04    0.21132E+02    0.00000E+00    0.38133E+02    0.26409E-07    0.30200E-04    0.12613E-05
   378    0.18778E+04    0.21188E+02    0.00000E+00    0.36181E+02    0.26315E-07    0.29897E-04    0.12606E-05
   379    0.18653E+04    0.21241E+02    0.00000E+00    0.34226E+02    0.26222E-07    0.29595E-04    0.12600E-05
   380    0.18533E+04    0.21292E+02    0.00000E+00    0.32264E+02    0.26129E-07    0.29295E-04    0.12596E-05
   381    0.18418E+04    0.21335E+02    0.00000E+00    0.30299E+02    0.26037E-07    0.28995E-04    0.12593E-05
   382    0.18306E+04    0.21377E+02    0.00000E+00    0.28331E+02    0.25945E-07    0.28696E-04    0.12592E-05
   383    0.18199E+04    0.21414E+02    0.00000E+00    0.26360E+02    0.25854E-07    0.28398E-04    0.12592E-05
   384    0.18098E+04    0.21446E+02    0.00000E+00    0.24388E+02    0.25762E-07    0.28100E-04    0.12595E-05
   385    0.17999E+04    0.21476E+02    0.00000E+00    0.22415E+02    0.25672E-07    0.27803E-04    0.12599E-05
   386    0.17906E+04    0.21502E+02    0.00000E+00    0.20443E+02    0.25582E-07    0.27507E-04    0.12606E-05
   387    0.17817E+04    0.21523E+02    0.00000E+00    0.18471E+02    0.25492E-07    0.27211E-04    0.12616E-05
   388    0.17732E+04    0.21540E+02    0.00000E+00    0.16502E+02    0.25402E-07    0.26915E-04    0.12628E-05
   389    0.17652E+04    0.21551E+02    0.00000E+00    0.14535E+02    0.25314E-07    0.26619E-04    0.12642E-05
   390    0.17577E+04    0.21562E+02    0.00000E+00    0.12572E+02    0.25225E-07    0.26323E-04    0.12660E-05
   391    0.17505E+04    0.21567E+02    0.00000E+00    0.10613E+02    0.25137E-07    0.26027E-04    0.12680E-05
   392    0.17438E+04    0.21569E+02    0.00000E+00    0.86598E+01    0.25049E-07    0.25731E-04    0.12704E-05
   393    0.17376E+04    0.21567E+02    0.00000E+00    0.67121E+01    0.24962E-07    0.25435E-04    0.12731E-05
   394    0.17318E+04    0.21560E+02    0.00000E+00    0.47721E+01    0.24875E-07    0.25138E-04    0.12761E-05
   395    0.17263E+04    0.21549E+02    0.00000E+00    0.28384E+01    0.24788E-07    0.24841E-04    0.12795E-05
   396    0.17214E+04    0.21534E+02    0.00000E+00    0.91457E+00    0.24702E-07    0.24543E-04    0.12833E-05
   397    0.17168E+04    0.21516E+02    0.00000E+00   -0.10007E+01    0.24617E-07    0.24245E-04    0.12875E-05
   398    0.17127E+04    0.21493E+02    0.00000E+00   -0.29059E+01    0.24531E-07    0.23945E-04    0.12920E-05
   399    0.17090E+04    0.21466E+02    0.00000E+00   -0.48003E+01    0.24446E-07    0.23645E-04    0.12970E-05
   400    0.17056E+04    0.21435E+02    0.00000E+00   -0.66829E+01    0.24362E-07    0.23344E-04    0.13024E-05
   401    0.17027E+04    0.21400E+02    0.00000E+00   -0.85531E+01    0.24278E-07    0.23041E-04    0.13083E-05
   402    0.17003E+04    0.21360E+02    0.00000E+00   -0.10410E+02    0.24194E-07    0.22738E-04    0.13145E-05
   403    0.16982E+04    0.21317E+02    0.00000E+00   -0.12253E+02    0.24110E-07    0.22434E-04    0.13212E-05
